age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,blue-collar,married,secondary,no,489,yes,no,unknown,23,may,204,4,-1,0,unknown,no
40,services,married,secondary,no,581,yes,no,unknown,15,may,1013,3,-1,0,unknown,no
47,technician,married,secondary,no,826,yes,no,telephone,18,nov,195,3,112,8,other,no
40,management,single,tertiary,no,36,yes,no,unknown,27,may,240,3,-1,0,unknown,no
40,services,divorced,secondary,no,-81,no,yes,cellular,23,jul,186,1,-1,0,unknown,no
32,management,single,tertiary,no,146,no,no,cellular,19,aug,162,2,-1,0,unknown,no
38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
46,management,married,primary,no,1267,yes,yes,cellular,18,nov,187,2,-1,0,unknown,no
33,technician,married,secondary,no,1072,no,yes,unknown,29,may,144,2,-1,0,unknown,no
60,admin,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
55,blue-collar,married,primary,no,158,yes,no,unknown,15,may,176,18,-1,0,unknown,no
49,retired,single,primary,no,505,no,no,unknown,9,jun,35,1,-1,0,unknown,no
50,blue-collar,married,primary,no,533,no,no,cellular,21,aug,212,4,-1,0,unknown,no
28,student,single,tertiary,no,118,no,no,cellular,31,may,85,2,35,5,other,no
47,self-employed,married,tertiary,no,-80,yes,no,cellular,6,feb,150,3,270,2,failure,no
39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,yes
36,unemployed,divorced,secondary,no,871,no,no,cellular,12,aug,396,3,-1,0,unknown,yes
58,management,married,tertiary,no,16264,no,no,telephone,17,nov,215,3,-1,0,unknown,no
56,services,divorced,secondary,no,140,no,no,cellular,10,jul,173,1,-1,0,unknown,no
33,services,married,secondary,no,1785,yes,no,unknown,30,may,287,12,-1,0,unknown,no
36,management,married,tertiary,no,1125,yes,yes,unknown,16,may,339,5,-1,0,unknown,no
29,blue-collar,married,secondary,no,246,yes,no,cellular,28,jul,194,5,-1,0,unknown,no
29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
28,technician,single,secondary,yes,-1042,yes,no,unknown,6,jun,712,2,-1,0,unknown,yes
45,management,married,tertiary,no,4877,yes,no,cellular,8,aug,172,2,-1,0,unknown,no
51,blue-collar,married,primary,yes,-17,no,no,cellular,27,aug,134,6,-1,0,unknown,no
39,admin,married,secondary,no,168,yes,no,cellular,19,nov,183,1,-1,0,unknown,no
44,technician,single,primary,no,237,yes,no,cellular,25,jul,54,1,-1,0,unknown,no
32,admin,married,secondary,no,31,no,no,cellular,25,may,101,1,-1,0,unknown,no
57,technician,married,secondary,no,1469,yes,no,cellular,17,nov,364,1,-1,0,unknown,no
43,blue-collar,married,primary,no,1,yes,yes,cellular,14,may,649,2,-1,0,unknown,no
28,technician,single,secondary,no,34,yes,no,unknown,12,may,136,4,-1,0,unknown,no
25,management,single,tertiary,no,2305,no,no,cellular,3,feb,207,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,681,yes,no,cellular,18,nov,203,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,670,no,yes,cellular,13,may,44,1,-1,0,unknown,no
55,housemaid,single,secondary,no,1606,no,no,telephone,17,nov,762,1,-1,0,unknown,no
32,services,married,secondary,no,24,yes,yes,cellular,12,may,185,1,-1,0,unknown,no
32,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,297,2,-1,0,unknown,no
27,admin,married,secondary,no,941,yes,no,cellular,11,jul,124,1,-1,0,unknown,no
49,blue-collar,divorced,primary,no,2262,yes,no,unknown,21,may,125,3,-1,0,unknown,no
28,management,single,tertiary,no,-62,no,no,unknown,12,aug,17,1,-1,0,unknown,no
36,technician,single,secondary,no,351,no,no,cellular,25,aug,88,3,-1,0,unknown,no
40,services,married,secondary,no,193,yes,yes,cellular,7,jul,190,1,-1,0,unknown,no
52,services,married,tertiary,no,3094,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
61,retired,divorced,secondary,no,1857,yes,no,unknown,28,may,173,4,-1,0,unknown,no
34,management,married,tertiary,no,46,yes,no,unknown,5,may,39,4,-1,0,unknown,no
49,housemaid,married,primary,no,57,no,yes,unknown,25,jun,151,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,795,yes,no,unknown,2,jun,147,1,-1,0,unknown,no
43,management,married,tertiary,yes,0,no,no,cellular,27,aug,25,19,-1,0,unknown,no
42,technician,single,secondary,no,146,no,no,cellular,8,aug,229,2,-1,0,unknown,no
57,services,divorced,primary,no,1367,no,no,unknown,9,jun,144,3,-1,0,unknown,no
60,management,married,secondary,no,544,no,no,cellular,12,jun,95,7,357,2,failure,yes
46,management,married,tertiary,no,1217,yes,no,cellular,5,may,83,9,168,2,other,no
56,blue-collar,married,primary,no,-85,yes,yes,unknown,26,may,118,1,-1,0,unknown,no
35,self-employed,married,secondary,no,-56,yes,no,cellular,15,may,162,2,361,3,failure,no
39,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686,6,-1,0,unknown,yes
36,blue-collar,married,primary,no,994,yes,no,cellular,14,may,154,2,356,8,success,no
47,housemaid,married,tertiary,no,1692,yes,no,cellular,30,jan,592,1,-1,0,unknown,no
58,retired,married,tertiary,no,0,no,no,cellular,21,aug,138,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,539,yes,no,cellular,9,feb,268,5,252,2,failure,no
38,blue-collar,married,secondary,no,6994,yes,no,cellular,20,nov,150,2,-1,0,unknown,no
24,admin,single,secondary,no,507,yes,no,unknown,13,may,210,3,-1,0,unknown,no
34,admin,married,secondary,no,869,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
35,technician,married,secondary,no,1092,no,no,cellular,18,may,132,1,360,1,failure,no
31,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,3,-1,0,unknown,yes
42,admin,married,primary,no,-466,no,yes,telephone,31,jul,94,15,-1,0,unknown,no
49,blue-collar,married,primary,no,216,yes,no,unknown,9,may,144,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,2190,no,yes,unknown,12,jun,270,1,-1,0,unknown,no
36,student,single,secondary,no,3551,yes,no,telephone,15,may,134,9,-1,0,unknown,no
34,technician,single,secondary,no,2660,yes,no,cellular,15,apr,158,2,329,1,failure,no
49,technician,married,secondary,no,133,no,no,cellular,31,jul,81,5,-1,0,unknown,no
42,management,married,secondary,no,2580,yes,no,unknown,16,jun,154,3,-1,0,unknown,no
28,admin,single,tertiary,no,422,yes,no,unknown,9,may,274,1,-1,0,unknown,no
41,management,married,tertiary,no,881,no,no,cellular,8,aug,75,2,-1,0,unknown,no
38,management,single,secondary,no,399,yes,no,cellular,11,aug,367,4,-1,0,unknown,no
28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,-1,0,unknown,yes
36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes
36,admin,married,tertiary,no,0,no,no,cellular,25,nov,106,1,205,2,other,no
47,management,divorced,tertiary,no,34,yes,no,unknown,7,may,104,1,-1,0,unknown,no
38,self-employed,divorced,tertiary,no,6447,no,no,cellular,12,jan,296,1,-1,0,unknown,no
35,technician,married,secondary,no,883,yes,no,cellular,7,may,333,1,351,1,failure,no
62,retired,married,tertiary,no,4692,yes,no,cellular,13,jan,113,1,90,1,failure,no
40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,may,228,1,-1,0,unknown,no
37,management,married,tertiary,no,-70,yes,no,cellular,25,jul,386,2,-1,0,unknown,no
45,unemployed,married,primary,no,0,yes,no,cellular,2,feb,570,2,-1,0,unknown,no
40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,-1,0,unknown,no
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,yes
30,technician,single,secondary,no,677,yes,no,unknown,16,may,241,1,-1,0,unknown,no
34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,362,2,169,2,failure,no
78,retired,divorced,primary,no,2787,no,no,telephone,1,jul,372,1,-1,0,unknown,yes
36,management,married,primary,no,22856,no,no,unknown,9,jun,1098,1,-1,0,unknown,no
55,services,married,secondary,no,0,no,no,cellular,22,oct,102,1,106,1,failure,no
45,entrepreneur,married,tertiary,no,2476,no,no,cellular,13,aug,239,2,-1,0,unknown,no
55,retired,married,secondary,no,-185,no,yes,telephone,2,feb,463,2,-1,0,unknown,no
32,blue-collar,married,primary,no,1,yes,no,cellular,11,may,184,4,-1,0,unknown,no
50,technician,divorced,secondary,no,380,yes,no,cellular,29,jan,492,1,-1,0,unknown,no
34,management,single,tertiary,no,3244,no,no,cellular,18,nov,131,2,-1,0,unknown,no
51,blue-collar,divorced,primary,no,886,no,no,unknown,17,jun,167,1,-1,0,unknown,no
24,student,single,tertiary,no,235,no,no,cellular,9,nov,118,1,-1,0,unknown,yes
65,admin,married,secondary,no,11240,yes,no,telephone,28,oct,149,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,7541,no,no,cellular,20,nov,541,1,-1,0,unknown,no
31,management,married,tertiary,no,5238,yes,yes,cellular,19,nov,156,2,-1,0,unknown,no
37,services,single,secondary,no,105,no,yes,unknown,17,jun,260,4,-1,0,unknown,no
26,blue-collar,single,primary,no,619,yes,yes,cellular,14,may,720,1,352,1,failure,no
42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,106,yes,no,cellular,14,apr,252,5,-1,0,unknown,no
32,technician,married,secondary,no,524,no,no,cellular,19,nov,100,1,106,1,failure,no
30,blue-collar,married,secondary,no,187,yes,no,unknown,26,may,272,6,-1,0,unknown,no
45,blue-collar,married,primary,no,185,no,no,cellular,18,aug,34,14,-1,0,unknown,no
32,admin,single,secondary,no,103,yes,no,cellular,17,apr,158,1,337,1,other,no
28,admin,single,tertiary,no,373,yes,no,cellular,14,aug,78,1,79,4,other,no
30,management,single,tertiary,no,-58,no,yes,cellular,19,aug,15,18,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,unknown,20,jun,26,4,-1,0,unknown,no
30,technician,single,tertiary,no,411,no,no,cellular,26,may,111,1,35,1,failure,no
37,blue-collar,married,secondary,no,10721,yes,no,unknown,18,jun,394,3,-1,0,unknown,no
30,management,single,tertiary,no,1038,no,no,cellular,12,aug,88,2,-1,0,unknown,no
44,technician,married,secondary,no,10888,yes,no,cellular,18,nov,67,1,105,1,failure,no
54,entrepreneur,married,secondary,no,52,yes,no,unknown,15,may,44,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,5639,yes,no,cellular,20,nov,945,2,-1,0,unknown,yes
40,admin,married,secondary,no,1,no,no,unknown,19,jun,84,3,-1,0,unknown,no
58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,no
32,management,married,tertiary,no,1402,no,no,unknown,1,jun,52,1,557,2,failure,no
43,blue-collar,married,secondary,no,14646,no,no,cellular,23,oct,210,1,-1,0,unknown,yes
40,blue-collar,married,primary,no,143,no,yes,cellular,8,jul,167,2,-1,0,unknown,no
54,self-employed,married,secondary,no,641,yes,no,cellular,20,nov,399,2,-1,0,unknown,no
36,management,married,tertiary,no,853,yes,yes,cellular,2,feb,408,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,1029,no,no,cellular,5,jul,175,4,-1,0,unknown,no
46,self-employed,married,secondary,no,-30,yes,yes,cellular,2,apr,164,1,300,2,failure,no
33,management,married,tertiary,no,158,no,no,cellular,6,feb,192,2,-1,0,unknown,yes
34,management,married,tertiary,no,351,no,no,cellular,30,jan,193,1,-1,0,unknown,no
51,admin,married,secondary,no,52,yes,yes,telephone,23,jul,36,15,-1,0,unknown,no
55,blue-collar,divorced,secondary,no,4053,no,no,cellular,19,nov,113,1,166,2,failure,no
41,blue-collar,single,secondary,no,1621,yes,no,unknown,28,may,119,1,-1,0,unknown,no
44,services,married,secondary,no,1422,yes,no,unknown,20,may,129,8,-1,0,unknown,no
40,services,married,secondary,no,-212,yes,yes,cellular,5,feb,71,1,258,1,failure,no
38,blue-collar,single,primary,no,20,yes,no,unknown,7,may,81,2,-1,0,unknown,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no
35,admin,married,secondary,no,3863,yes,no,cellular,14,may,125,1,175,1,failure,no
58,admin,married,secondary,no,3735,no,no,cellular,17,nov,91,2,-1,0,unknown,no
28,technician,single,secondary,no,3,yes,no,cellular,14,may,190,2,-1,0,unknown,no
31,management,single,tertiary,no,635,yes,no,cellular,20,apr,37,1,320,2,failure,no
36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,270,2,347,1,failure,no
31,unemployed,single,primary,no,406,no,no,cellular,4,feb,736,1,-1,0,unknown,yes
43,services,married,secondary,no,774,no,no,cellular,25,mar,101,1,421,1,success,yes
36,technician,married,secondary,no,1975,no,no,cellular,18,jul,835,1,-1,0,unknown,no
44,technician,single,primary,no,148,no,no,unknown,19,jun,311,2,-1,0,unknown,no
41,blue-collar,married,primary,no,595,yes,no,cellular,11,may,54,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,1120,no,yes,unknown,19,jun,786,1,-1,0,unknown,no
30,management,married,tertiary,no,42,no,no,cellular,25,aug,115,6,-1,0,unknown,no
41,technician,married,secondary,no,352,yes,no,cellular,18,nov,129,2,-1,0,unknown,no
53,management,single,tertiary,no,0,no,no,unknown,20,jun,94,7,-1,0,unknown,no
26,services,single,secondary,no,162,yes,no,cellular,2,mar,185,2,130,8,other,no
54,management,married,tertiary,no,0,yes,no,cellular,24,jul,140,2,-1,0,unknown,no
33,blue-collar,married,primary,no,2720,yes,no,unknown,26,may,147,3,-1,0,unknown,no
27,technician,single,secondary,no,155,yes,no,cellular,18,may,26,4,-1,0,unknown,no
47,blue-collar,married,primary,no,0,yes,no,unknown,15,may,30,1,-1,0,unknown,no
43,management,divorced,secondary,no,0,no,no,cellular,7,jul,75,3,-1,0,unknown,no
52,technician,divorced,secondary,no,388,yes,yes,unknown,27,may,139,1,-1,0,unknown,no
45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,no
39,blue-collar,married,primary,no,481,yes,no,unknown,8,may,204,1,-1,0,unknown,no
35,management,married,tertiary,no,0,no,no,cellular,17,jul,127,5,-1,0,unknown,no
54,admin,divorced,secondary,no,0,yes,yes,cellular,4,feb,330,1,182,3,success,no
46,management,single,tertiary,no,479,yes,no,unknown,26,may,34,3,-1,0,unknown,no
52,retired,married,secondary,no,2122,no,yes,cellular,19,aug,323,6,-1,0,unknown,no
55,blue-collar,married,secondary,no,284,yes,yes,unknown,28,may,157,3,-1,0,unknown,no
28,management,single,tertiary,no,-386,yes,no,cellular,18,may,59,2,-1,0,unknown,no
45,technician,single,secondary,no,-55,no,no,cellular,16,jul,124,1,-1,0,unknown,no
31,admin,married,secondary,no,439,no,no,unknown,28,may,233,4,-1,0,unknown,no
41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes
52,housemaid,married,tertiary,no,554,no,no,cellular,31,jul,44,5,-1,0,unknown,no
35,blue-collar,married,secondary,no,612,yes,no,telephone,14,may,47,4,-1,0,unknown,no
30,management,single,tertiary,no,2544,no,no,cellular,9,apr,152,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,683,yes,no,unknown,14,may,245,2,-1,0,unknown,no
46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,unknown,no
35,entrepreneur,married,secondary,no,0,yes,no,cellular,18,nov,86,1,-1,0,unknown,no
36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,no
47,housemaid,married,secondary,no,0,no,no,cellular,20,aug,97,3,-1,0,unknown,no
40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,1350,no,no,cellular,18,aug,22,2,-1,0,unknown,no
38,technician,divorced,secondary,no,276,no,no,cellular,18,aug,92,14,-1,0,unknown,no
53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
25,student,single,tertiary,no,0,yes,no,cellular,7,may,178,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,1492,yes,no,cellular,25,jul,1106,1,-1,0,unknown,no
38,management,married,tertiary,no,494,no,no,cellular,17,nov,146,1,104,2,other,no
37,blue-collar,married,secondary,no,374,yes,no,unknown,7,may,944,3,-1,0,unknown,no
28,services,single,secondary,no,129,yes,no,cellular,18,may,32,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,842,no,no,cellular,29,aug,111,4,-1,0,unknown,no
33,technician,married,tertiary,no,48,no,no,cellular,27,aug,34,14,-1,0,unknown,no
26,technician,single,tertiary,no,36,no,yes,unknown,4,jul,502,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,700,yes,no,cellular,14,may,138,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,56,no,no,unknown,24,jun,481,6,-1,0,unknown,no
45,admin,married,secondary,no,180,yes,no,unknown,9,may,218,1,-1,0,unknown,no
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no
28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,-1,0,unknown,yes
48,technician,married,tertiary,no,2,no,no,cellular,3,feb,165,5,6,3,other,no
35,management,married,tertiary,no,299,no,no,cellular,19,aug,1059,5,-1,0,unknown,no
39,blue-collar,married,primary,no,33,yes,no,cellular,4,feb,211,1,-1,0,unknown,no
46,services,married,secondary,no,2381,yes,no,telephone,12,may,220,3,363,1,other,no
52,admin,divorced,secondary,no,1135,yes,no,cellular,14,may,248,1,-1,0,unknown,no
50,management,married,secondary,no,0,yes,yes,cellular,7,may,55,1,-1,0,unknown,no
26,admin,single,tertiary,no,3730,yes,no,cellular,11,mar,93,1,98,4,other,no
28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,912,yes,no,cellular,13,may,785,1,-1,0,unknown,no
53,housemaid,married,primary,no,0,no,no,cellular,8,oct,148,1,-1,0,unknown,no
27,services,single,secondary,no,4923,yes,no,unknown,19,may,57,7,-1,0,unknown,no
40,housemaid,married,primary,no,746,no,no,unknown,20,jun,246,3,-1,0,unknown,no
31,self-employed,married,tertiary,no,170,no,yes,cellular,28,jul,98,16,-1,0,unknown,no
38,management,married,tertiary,no,238,no,no,cellular,4,aug,139,1,92,3,failure,yes
28,services,single,secondary,no,5090,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
59,blue-collar,married,primary,no,0,yes,yes,cellular,21,aug,140,5,-1,0,unknown,no
40,management,married,tertiary,no,1468,no,no,cellular,8,aug,63,2,-1,0,unknown,no
59,technician,married,tertiary,no,0,no,no,cellular,18,jul,274,5,-1,0,unknown,no
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
29,admin,single,secondary,no,719,no,no,cellular,30,apr,76,1,-1,0,unknown,no
30,services,single,secondary,no,432,yes,no,unknown,20,may,340,3,-1,0,unknown,no
50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,no
41,admin,married,tertiary,no,108,yes,no,cellular,2,feb,210,1,-1,0,unknown,no
43,technician,divorced,tertiary,no,27,no,no,cellular,7,jul,412,4,-1,0,unknown,no
43,unemployed,single,tertiary,no,408,no,no,cellular,14,jul,568,8,-1,0,unknown,no
36,unemployed,married,secondary,no,-129,yes,no,cellular,29,jul,121,3,-1,0,unknown,no
48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no
38,self-employed,married,secondary,no,173,no,no,cellular,18,aug,205,4,-1,0,unknown,no
47,technician,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,unknown,yes
48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
41,admin,married,secondary,no,201,no,no,cellular,28,jan,114,1,-1,0,unknown,no
45,unemployed,single,secondary,no,17609,no,no,cellular,9,feb,222,6,-1,0,unknown,no
47,management,single,tertiary,no,512,no,no,cellular,15,jul,98,2,-1,0,unknown,no
37,management,single,tertiary,no,0,no,no,cellular,20,aug,225,5,-1,0,unknown,no
60,technician,single,tertiary,no,2934,no,no,cellular,8,aug,233,2,-1,0,unknown,no
34,blue-collar,married,primary,no,5299,yes,no,unknown,26,jun,75,5,-1,0,unknown,no
57,blue-collar,married,secondary,no,5270,yes,no,telephone,17,nov,101,1,-1,0,unknown,no
32,technician,married,secondary,no,999,no,no,cellular,11,aug,382,3,-1,0,unknown,no
53,services,single,secondary,no,4778,yes,no,cellular,14,may,83,1,-1,0,unknown,no
28,management,single,secondary,no,1861,no,no,cellular,29,jan,43,2,-1,0,unknown,no
37,services,married,secondary,no,466,yes,yes,cellular,25,may,377,1,-1,0,unknown,yes
27,services,single,secondary,no,70,yes,no,cellular,11,jul,170,1,-1,0,unknown,no
43,admin,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,unknown,no
34,management,married,tertiary,no,1601,yes,no,unknown,8,may,650,2,-1,0,unknown,no
55,entrepreneur,married,primary,no,-24,yes,no,unknown,8,may,176,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,2374,no,no,cellular,20,apr,316,2,264,2,failure,no
41,technician,married,secondary,no,978,no,no,cellular,29,jul,55,2,-1,0,unknown,no
28,blue-collar,single,primary,no,1199,yes,no,cellular,30,jul,1011,20,-1,0,unknown,no
37,services,single,secondary,no,510,yes,no,unknown,26,may,322,1,-1,0,unknown,no
45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,2,-1,0,unknown,no
31,management,single,tertiary,no,24870,yes,no,unknown,21,may,634,2,-1,0,unknown,no
46,technician,married,secondary,no,5681,no,no,telephone,31,jul,43,5,-1,0,unknown,no
36,management,married,tertiary,no,521,no,yes,cellular,18,nov,135,2,152,1,other,no
54,retired,married,secondary,no,883,no,no,telephone,5,feb,305,4,-1,0,unknown,no
45,blue-collar,married,primary,no,626,yes,no,unknown,14,may,68,1,-1,0,unknown,no
31,unemployed,married,secondary,no,57,yes,yes,unknown,23,may,104,5,-1,0,unknown,no
48,management,single,tertiary,no,0,yes,yes,cellular,8,may,76,1,-1,0,unknown,no
49,admin,single,tertiary,no,228,yes,no,cellular,2,jun,407,1,92,1,success,yes
58,blue-collar,married,primary,no,5445,yes,no,cellular,14,apr,391,1,-1,0,unknown,no
31,management,divorced,tertiary,no,0,no,no,cellular,2,feb,269,2,-1,0,unknown,no
71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,-1,0,unknown,yes
56,retired,married,primary,no,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
56,blue-collar,married,secondary,no,126,no,no,cellular,14,may,113,2,-1,0,unknown,no
55,retired,married,primary,no,2325,yes,yes,telephone,8,aug,87,7,-1,0,unknown,no
39,blue-collar,married,secondary,no,3231,yes,yes,unknown,5,jun,164,2,-1,0,unknown,no
31,management,divorced,tertiary,no,1742,yes,no,cellular,20,apr,156,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,no,no,unknown,16,jun,289,1,-1,0,unknown,no
35,unemployed,single,secondary,no,3854,yes,no,cellular,18,nov,132,2,-1,0,unknown,no
37,management,married,tertiary,no,-1884,yes,no,cellular,21,jul,193,1,-1,0,unknown,no
33,admin,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no
42,technician,married,secondary,yes,-197,yes,no,cellular,6,aug,66,7,-1,0,unknown,no
52,technician,married,secondary,no,930,yes,no,unknown,2,jun,94,16,-1,0,unknown,no
36,self-employed,single,tertiary,no,3560,no,no,cellular,18,nov,658,3,169,2,failure,no
55,unemployed,married,secondary,no,377,no,no,cellular,8,oct,403,1,183,1,success,no
33,technician,married,secondary,no,3071,yes,yes,cellular,21,jul,323,1,-1,0,unknown,no
30,admin,single,secondary,no,457,no,no,cellular,27,apr,90,2,-1,0,unknown,no
32,management,single,tertiary,no,616,yes,no,cellular,21,nov,186,2,109,1,other,no
46,admin,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,yes
45,technician,married,tertiary,no,12766,no,no,cellular,22,aug,129,3,-1,0,unknown,no
33,management,married,tertiary,no,1674,yes,no,cellular,12,aug,284,7,-1,0,unknown,no
26,management,single,tertiary,no,199,yes,no,cellular,7,may,413,1,-1,0,unknown,no
28,management,single,tertiary,no,78,no,no,cellular,28,jan,258,2,-1,0,unknown,no
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,1,-1,0,unknown,yes
64,retired,married,secondary,no,571,yes,no,cellular,20,apr,1422,2,-1,0,unknown,yes
46,management,divorced,tertiary,no,24598,yes,no,cellular,14,may,118,4,374,3,failure,no
59,management,married,tertiary,no,553,yes,no,cellular,7,jul,1272,3,-1,0,unknown,yes
34,blue-collar,married,secondary,no,261,yes,no,unknown,28,may,611,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,1685,yes,no,cellular,29,aug,203,2,-1,0,unknown,no
34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown,yes
37,management,married,secondary,no,510,yes,no,cellular,21,aug,154,6,-1,0,unknown,no
38,management,single,tertiary,no,231,no,no,cellular,19,aug,118,2,-1,0,unknown,no
34,blue-collar,married,primary,no,425,yes,no,cellular,16,jul,1389,7,-1,0,unknown,no
36,services,single,secondary,no,616,yes,yes,unknown,12,may,156,3,-1,0,unknown,no
33,management,single,secondary,no,-665,yes,yes,cellular,16,apr,324,1,342,1,failure,no
33,self-employed,married,tertiary,no,1545,yes,no,unknown,21,may,357,2,-1,0,unknown,no
38,management,divorced,tertiary,no,554,no,no,cellular,12,aug,138,4,-1,0,unknown,no
26,admin,single,secondary,no,96,no,no,cellular,2,jun,696,1,27,2,failure,no
38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
37,blue-collar,single,secondary,no,111,yes,no,cellular,5,feb,60,2,272,2,failure,no
39,admin,married,secondary,no,248,yes,no,cellular,17,apr,649,1,-1,0,unknown,no
32,services,single,tertiary,no,1763,yes,no,cellular,7,may,163,2,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,579,yes,no,unknown,6,may,198,2,-1,0,unknown,no
33,blue-collar,married,primary,no,-3,yes,no,telephone,17,apr,114,2,-1,0,unknown,no
27,technician,single,secondary,no,405,no,no,cellular,26,may,256,1,-1,0,unknown,no
34,admin,divorced,secondary,no,531,no,no,cellular,4,feb,279,1,-1,0,unknown,no
48,management,single,tertiary,no,5689,no,no,cellular,26,may,527,2,103,1,success,no
76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,yes
52,blue-collar,married,primary,no,990,no,no,cellular,21,aug,96,2,-1,0,unknown,no
43,self-employed,married,secondary,no,5704,yes,no,cellular,6,aug,139,2,-1,0,unknown,no
38,admin,divorced,secondary,yes,0,no,yes,cellular,21,jul,126,3,-1,0,unknown,no
36,self-employed,single,secondary,no,15,no,no,cellular,18,nov,186,2,-1,0,unknown,no
51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown,yes
52,technician,married,secondary,no,963,yes,no,unknown,29,may,74,2,-1,0,unknown,no
